gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,profile,mode,q10,q50,q90
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:54:00,1763094240000,1,optimized,hybrid,257.07358882762753,259.15,266.3301328420047
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:55:00,1763094300000,2,optimized,hybrid,256.83173572347005,258.46171604825275,267.45140410846136
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:56:00,1763094360000,3,optimized,hybrid,256.9823407171578,258.8804278835704,266.84419738718236
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:57:00,1763094420000,4,optimized,hybrid,256.5007811530716,258.70015126034775,267.4259114255855
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:58:00,1763094480000,5,optimized,hybrid,256.5904787592614,258.8617670724212,265.960824883398
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T09:59:00,1763094540000,6,optimized,hybrid,255.81809810968824,258.3730201085446,267.5517904486286
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:00:00,1763094600000,7,optimized,hybrid,256.74940651196414,258.83814882174227,266.7789819267766
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:01:00,1763094660000,8,optimized,hybrid,256.0342215297124,258.385094597918,267.3842405058534
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:02:00,1763094720000,9,optimized,hybrid,255.8153088378787,258.7863715914483,269.1996383394763
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:03:00,1763094780000,10,optimized,hybrid,254.6129451724571,258.23335131591637,267.94592235864167
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:04:00,1763094840000,11,optimized,hybrid,254.95991153107596,258.75810259661534,268.4703969697622
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:05:00,1763094900000,12,optimized,hybrid,253.52888501216287,258.35264917665404,267.4481268073729
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:06:00,1763094960000,13,optimized,hybrid,254.76362852219862,258.8915862896404,267.67907342456004
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:07:00,1763095020000,14,optimized,hybrid,254.32225381441336,258.4967976704703,267.2661780402739
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:08:00,1763095080000,15,optimized,hybrid,255.22038141296483,258.83385982999835,267.93329450555467
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:09:00,1763095140000,16,optimized,hybrid,254.55150070468198,258.29250363135714,267.41453052670806
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:10:00,1763095200000,17,optimized,hybrid,254.92072048550506,258.7528936796152,267.3168188465882
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:11:00,1763095260000,18,optimized,hybrid,252.9257866506626,258.76935079487276,266.99435091919537
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:12:00,1763095320000,19,optimized,hybrid,254.14807789245683,258.92610354682506,267.6277994594831
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:13:00,1763095380000,20,optimized,hybrid,253.3671158709104,258.5879537939346,267.10040113766615
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:14:00,1763095440000,21,optimized,hybrid,254.28463016718263,258.794265705298,267.7163616246119
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:15:00,1763095500000,22,optimized,hybrid,252.9624858360395,258.5819730812574,267.2484611487356
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:16:00,1763095560000,23,optimized,hybrid,254.46870810377007,258.36672662205456,268.98418823985776
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:17:00,1763095620000,24,optimized,hybrid,252.32133769544666,258.31588621919866,267.5703453396674
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:18:00,1763095680000,25,optimized,hybrid,253.70173834623955,258.73355566397913,268.74550650956377
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:19:00,1763095740000,26,optimized,hybrid,252.6549220685621,258.12228335685006,267.4561397375256
2025-11-14T09:53:00,1763094180000,NIFTY,2025-11-14T10:20:00,1763095800000,27,optimized,hybrid,253.78334730862946,258.6384043394688,267.56319380717053
