gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,q10,q50,q90
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:18:00,1762487280000,1,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:19:00,1762487340000,2,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:20:00,1762487400000,3,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:21:00,1762487460000,4,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:22:00,1762487520000,5,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:23:00,1762487580000,6,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:24:00,1762487640000,7,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:25:00,1762487700000,8,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:26:00,1762487760000,9,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:27:00,1762487820000,10,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:28:00,1762487880000,11,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:29:00,1762487940000,12,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:30:00,1762488000000,13,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:31:00,1762488060000,14,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:32:00,1762488120000,15,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:33:00,1762488180000,16,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:34:00,1762488240000,17,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:35:00,1762488300000,18,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:36:00,1762488360000,19,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:37:00,1762488420000,20,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:38:00,1762488480000,21,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:39:00,1762488540000,22,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:40:00,1762488600000,23,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:41:00,1762488660000,24,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:42:00,1762488720000,25,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:43:00,1762488780000,26,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:44:00,1762488840000,27,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:45:00,1762488900000,28,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:46:00,1762488960000,29,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:47:00,1762489020000,30,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:48:00,1762489080000,31,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:49:00,1762489140000,32,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:50:00,1762489200000,33,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:51:00,1762489260000,34,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:52:00,1762489320000,35,173.88875000000002,208.25,242.61124999999998
2025-11-07T09:17:00,1762487220000,NIFTY,2025-11-07T09:53:00,1762489380000,36,173.88875000000002,208.25,242.61124999999998
