gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,profile,mode,q10,q50,q90
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:46:30,1762748190000,1,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:47:30,1762748250000,2,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:48:30,1762748310000,3,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:49:30,1762748370000,4,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:50:30,1762748430000,5,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:51:30,1762748490000,6,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:52:30,1762748550000,7,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:53:30,1762748610000,8,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:54:30,1762748670000,9,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:55:30,1762748730000,10,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:56:30,1762748790000,11,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:57:30,1762748850000,12,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:58:30,1762748910000,13,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T09:59:30,1762748970000,14,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:00:30,1762749030000,15,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:01:30,1762749090000,16,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:02:30,1762749150000,17,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:03:30,1762749210000,18,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:04:30,1762749270000,19,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:05:30,1762749330000,20,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:06:30,1762749390000,21,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:07:30,1762749450000,22,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:08:30,1762749510000,23,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:09:30,1762749570000,24,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:10:30,1762749630000,25,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:11:30,1762749690000,26,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:12:30,1762749750000,27,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:13:30,1762749810000,28,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:14:30,1762749870000,29,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:15:30,1762749930000,30,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:16:30,1762749990000,31,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:17:30,1762750050000,32,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:18:30,1762750110000,33,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:19:30,1762750170000,34,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:20:30,1762750230000,35,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:21:30,1762750290000,36,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:22:30,1762750350000,37,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:23:30,1762750410000,38,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:24:30,1762750470000,39,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:25:30,1762750530000,40,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:26:30,1762750590000,41,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:27:30,1762750650000,42,optimized,retrieval,1185.65,1185.65,1185.65
2025-11-10T09:45:30,1762748130000,BANKNIFTY,2025-11-10T10:28:30,1762750710000,43,optimized,retrieval,1185.65,1185.65,1185.65
