gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,q10,q50,q90
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:45:30,1762488930000,1,1262.605151008251,1273.2,1288.9007070750645
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:46:30,1762488990000,2,1265.0600453672778,1276.21020910327,1288.373161000184
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:47:30,1762489050000,3,1261.7292186674,1276.6686841528517,1285.7239652281114
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:48:30,1762489110000,4,1258.6541822051438,1274.070298787693,1288.8075496563033
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:49:30,1762489170000,5,1254.0174315254033,1268.9478827530436,1287.0065960103466
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:50:30,1762489230000,6,1252.4204836982162,1267.8920473184085,1287.897035620762
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:51:30,1762489290000,7,1257.535717126452,1267.7086422316775,1284.0368413120098
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:52:30,1762489350000,8,1251.266029897955,1267.7924265665938,1290.3754458195954
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:53:30,1762489410000,9,1248.4346986818807,1268.2449893692876,1287.8703362112908
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:54:30,1762489470000,10,1258.3135969441162,1267.3879263177298,1286.8064723338268
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:55:30,1762489530000,11,1251.079005337876,1270.8785909044157,1289.83279358897
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:56:30,1762489590000,12,1254.3812033210656,1269.1289142843152,1292.5543586757603
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:57:30,1762489650000,13,1256.854401699816,1268.2455615169465,1290.7276934876834
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:58:30,1762489710000,14,1259.1689030429543,1269.2201287135842,1287.3901445643166
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T09:59:30,1762489770000,15,1251.3244387052196,1269.7502020389481,1286.7326099784932
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:00:30,1762489830000,16,1252.912134177583,1266.5055124209048,1282.0814683395927
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:01:30,1762489890000,17,1249.1993700320131,1267.7986444565756,1283.1348458959192
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:02:30,1762489950000,18,1256.9711251122944,1266.0157808130136,1284.3468091782108
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:03:30,1762490010000,19,1254.242916158415,1271.1794540099459,1280.9363080140447
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:04:30,1762490070000,20,1257.4465368756014,1275.4574597975902,1286.3911280090538
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:05:30,1762490130000,21,1256.6727127599913,1272.7906082111842,1283.465755081939
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:06:30,1762490190000,22,1259.5506776560749,1271.604084617056,1286.1745100225892
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:07:30,1762490250000,23,1257.9892231170772,1273.7665033536966,1284.2922407779931
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:08:30,1762490310000,24,1255.4135462336499,1270.3928604532518,1287.8158089998503
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:09:30,1762490370000,25,1253.7716031488392,1273.9122584773759,1286.846325075448
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:10:30,1762490430000,26,1247.9217635113155,1274.9797473339318,1286.0158245304176
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:11:30,1762490490000,27,1238.1672149324359,1271.85061432618,1285.6829485315627
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:12:30,1762490550000,28,1238.059674604046,1269.309434576778,1285.4027471596114
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:13:30,1762490610000,29,1234.9791617348606,1266.77383846519,1285.1661453597353
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:14:30,1762490670000,30,1234.5808330425884,1267.8558167263666,1284.3707990701903
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:15:30,1762490730000,31,1234.2878377656073,1268.5923254562451,1277.3683452616294
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:16:30,1762490790000,32,1235.4540523220032,1267.7640266725725,1281.0416939569218
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:17:30,1762490850000,33,1238.1146353205208,1265.1519722706446,1283.3622620745275
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:18:30,1762490910000,34,1239.8346152578872,1266.6058999228126,1281.233055522114
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:19:30,1762490970000,35,1238.0212757482032,1265.4212313698372,1281.6592688420278
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:20:30,1762491030000,36,1239.9964539298476,1267.1813180639667,1281.5888821204517
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:21:30,1762491090000,37,1235.7240587360739,1264.3900309808455,1287.0330838301231
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:22:30,1762491150000,38,1237.6147072385327,1263.478201133781,1280.392841679326
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:23:30,1762491210000,39,1242.7132364418721,1264.552236691984,1286.9147885139646
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:24:30,1762491270000,40,1239.986050477432,1263.1091739151332,1276.6972371814481
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:25:30,1762491330000,41,1238.0584935138224,1268.4377273113298,1281.9766705745662
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:26:30,1762491390000,42,1233.2346272689128,1263.8698017331856,1283.6608701482335
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:27:30,1762491450000,43,1239.0964608059173,1262.576796003309,1281.1233470783043
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:28:30,1762491510000,44,1233.2543527444673,1264.4417249169937,1284.0718895708628
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:29:30,1762491570000,45,1236.4097777148909,1264.1004730450093,1279.6237084788843
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:30:30,1762491630000,46,1230.397443562171,1266.5287668968645,1283.0351644856992
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:31:30,1762491690000,47,1231.4982161367172,1262.1809642416097,1283.2633200570835
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:32:30,1762491750000,48,1230.29039229181,1266.4556248153742,1286.114377708438
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:33:30,1762491810000,49,1235.0757781036903,1267.2546757532741,1285.8705747635213
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:34:30,1762491870000,50,1234.0917256814707,1273.4769557640686,1288.823077631111
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:35:30,1762491930000,51,1234.4691906772393,1267.8271168822805,1284.2657790243163
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:36:30,1762491990000,52,1224.4768478706114,1273.0485180919788,1285.5215201492754
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:37:30,1762492050000,53,1225.7104305456219,1273.2031449307244,1286.1704765278375
2025-11-07T09:44:30,1762488870000,BANKNIFTY,2025-11-07T10:38:30,1762492110000,54,1225.9015287675752,1262.5874163181968,1284.4251755816451
